,date,content,retweetCount,coordinates
47,2013-10-20 18:26:16+00:00,Huge meeting : The gorgeous &amp; funny @MyLindseyMckeon !!! ☺ She is so adorable !!! 😍 Thanks so much for… http://t.co/MMYCOVicER,0,"{'longitude': 2.35206127, 'latitude': 48.85644228}"
48,2013-10-06 09:04:17+00:00,"Sunday French market haul, glass of Bordeaux, vintage dishware, adorable lurking fox terrier.… http://t.co/htWaS1wzrD",0,"{'longitude': 2.35206127, 'latitude': 48.85644228}"
49,2013-09-28 14:51:07+00:00,Adorable #stationery in #Paris boutiques! @ Paris http://t.co/Ak1Rmm6AX8,0,"{'longitude': 2.35206127, 'latitude': 48.85644228}"
50,2013-06-06 10:47:29+00:00,#paris #france #pascalnouma #cute #fresh #adorable #insteadofbrugge #welcomeparis #tflers #trip… http://t.co/Sp0j9ZOZca,0,"{'longitude': 2.35206127, 'latitude': 48.85644228}"
51,2013-05-04 15:34:16+00:00,"Butcher truck complete with ""before"" pic. 

How better to promote carnivorism than with an adorable… http://t.co/UFuOhRpgfz",0,"{'longitude': 2.35206127, 'latitude': 48.85644228}"
52,2013-01-29 19:30:36+00:00,Awsome day #great #fun #adorable #love #mickey #minie #macaroni #louvre #disneyland #paris #france # @ Paris http://t.co/G4B8S9WM,0,"{'longitude': 2.35210419, 'latitude': 48.85641404}"
53,2012-10-17 23:49:55+00:00,RT @AyooArie: Peter mad adorable #bbr,0,"{'longitude': 2.35244281, 'latitude': 48.85644639}"
54,2012-08-19 16:01:16+00:00,… RT @KenPossible_: Awww I wanna have sex with his adorable little face . Awww .,0,"{'longitude': 2.35244281, 'latitude': 48.85644639}"
55,2012-08-12 22:13:19+00:00,Well done @MissAliceMarieB you look adorable!,0,"{'longitude': 2.35145752, 'latitude': 48.85639731}"
0,2022-02-04 19:07:15+00:00,"🎉Bientôt un nouveau restaurant ""OAHU"" va ouvrir sa porte à Paris 11ème 😋 @ Ville de Paris https://t.co/6n9KXcCeHh",0,"{'longitude': 2.35212564, 'latitude': 48.85652699}"
1,2021-10-21 10:22:16+00:00,"Je recevais ce matin @DilReyhan, présidente de l’@UyghurInstitute.

Paris se tient aux côtés de ce peuple persécuté. @Anne_Hidalgo a annoncé qu’une maison des Ouïghours ouvrirait bientôt à Paris. Paris sera illuminée en soutien aux Ouïghours le 12 novembre. #FreeUyghurs https://t.co/iWfOCn1GJl",8,"{'longitude': 2.352372407913208, 'latitude': 48.85647757431556}"
2,2021-01-18 13:55:21+00:00,"Spoiler: retrouvez moi bientôt dans un documentaire sur le genre et l'espace public. Pour dépolluer l'environnement sexiste, aménager la ville pour les Parisiennes, soutenir les luttes féministes, des outils concrets et innovants existent ! #transitionféministe https://t.co/BBKZnUj5HZ",7,"{'longitude': 2.352372407913208, 'latitude': 48.85647757431556}"
3,2020-03-06 10:19:57+00:00,#Hacking2020 Les échanges ont été fructueux durant l’atelier de @pole_emploi sur l’ #inclusion #numerique et l’ #accès à l’ #emploi ! Retrouvez bientôt l’article récapitulatif sur le site de @rhizome_incub : https://t.co/NkkOHzMV1l https://t.co/17nF4u6XIa,0,"{'longitude': 2.352372407913208, 'latitude': 48.85647757431556}"
4,2020-02-12 18:08:23+00:00,La Conférence de présentation des résultats du #barometreLGBT  va bientôt commencer @AFMD_Diversite https://t.co/GHabtyPlnk,1,"{'longitude': 2.3528820276260376, 'latitude': 48.856507905992295}"
5,2019-12-12 17:59:51+00:00,"Ce soir c’est la soirée Diversidays édition parisienne, ça va bientôt commencer ! A suivre sur #Diversidays avec @diversidays et @LaBrigadeDuWeb @AnnieLichtner @loutro1990 @CelineBeckrich @ChanPerco @DelpheF https://t.co/wDMqYYgFrg",2,"{'longitude': 2.3528820276260376, 'latitude': 48.856507905992295}"
6,2019-11-27 14:26:27+00:00,« La technologie si elle est au service de l’homme peut l’aider à grandir et à s’élever » @jc_tortora est sur le point de clore le #ForumCityLife » c’est donc bientôt fini :( ! https://t.co/Wrn87YoozO,1,"{'longitude': 2.3528820276260376, 'latitude': 48.856507905992295}"
7,2019-08-24 09:14:09+00:00,Soon in Paris / Bientôt sur Paris! A new Cabaret divaskabaret #divaskabaret #larafullcamp #cabaret #cabaretparisien #paris #pariscabaret #burlesque #draglive #livedrag #drag #drags #dragshow #cabaretshow… https://t.co/lHfAlLUrbw,0,"{'longitude': 2.35212564, 'latitude': 48.85652699}"
8,2019-07-09 08:37:11+00:00,"New song of therapietaxi ✨
#Moustache #Monsieur #Pigalle #Exclu #TherapieTaxi #fnaclive #newsong #new #2019 #album #decouverte #discovery #comingsoon #bientot #igers #paris #concert #music à Hôtel de Ville, Paris https://t.co/9gWzG3DfHV",0,"{'longitude': 2.352222, 'latitude': 48.856389}"
9,2019-04-23 13:07:11+00:00,"#unitedagainstmalaria #zeropalujemengage #stopaupaludisme bientôt 10 ans déjà et le combat continue. En 2009, plus d’1 million d’ #enfants , de #femmes et de #personnesagees mourraient du… https://t.co/YsMw2ts0UX",0,"{'longitude': 2.35138889, 'latitude': 48.85666667}"
10,2019-04-23 12:59:24+00:00,"#unitedagainstmalaria #zeropalujemengage #stopaupaludisme bientôt 10 ans déjà et le combat continue. En 2009, plus d’1 million d’ #enfants , de #femmes et de #personnesagees mourraient du… https://t.co/AOahwuOghV",0,"{'longitude': 2.35151961, 'latitude': 48.85681131}"
11,2019-04-23 12:55:39+00:00,"#unitedagainstmalaria #zeropalujemengage #stopaupaludisme bientôt 10 ans déjà et le combat continue. En 2009, plus d’1 million d’ #enfants , de #femmes et de #personnesagees mourraient du… https://t.co/Rf1wJZtJcB",0,"{'longitude': 2.35138889, 'latitude': 48.85666667}"
12,2019-03-25 16:21:14+00:00,"#unitedagainstmalaria #zeropalujemengage #stopaupaludisme bientôt 10 ans déjà et le combat continue. En 2009, plus d’1 million d’ #enfants , de #femmes et de #personnesagees mourraient du… https://t.co/OxVNB0FmpO",0,"{'longitude': 2.352222, 'latitude': 48.856389}"
13,2019-03-25 11:41:13+00:00,"#unitedagainstmalaria #zeropalujemengage #stopaupaludisme bientôt 10 ans déjà et le combat continue. En 2009, plus d’1 million d’ #enfants , de #femmes et de #personnesagees mourraient du… https://t.co/x05FtMyTXY",0,"{'longitude': 2.352222, 'latitude': 48.856389}"
14,2019-02-04 21:43:32+00:00,"Bientôt, le lever de rideau du défilé @chaussettesorph #modeethique #ecoconscious #sustainable #social #textile #defile #paris #hoteldevilleparis à Hôtel de Ville, Paris https://t.co/LjG7SM7A6h",0,"{'longitude': 2.352222, 'latitude': 48.856389}"
15,2019-01-28 16:25:26+00:00,En Shooting Photo aujourd'hui pour diplopyphotography 📸 Comme en 2015-2016 💪Et oui je m'étais éloigné pour X raisons mais je vous avais pas dis a certains que bientôt... 😉 C'était top les… https://t.co/wEVJvGnLRP,0,"{'longitude': 2.352222, 'latitude': 48.856389}"
16,2018-10-29 14:14:11+00:00,"Diario di un week-end parigino. Courtesy of ilpurita @teppei82 @MatteoPecorari1 @simongrilli francescocrippa ❤️ #a bientôt
.
.
.
#bigiovaingiro #bff #expo #cuties #friendshere #igfrance… https://t.co/c6eeMUMvfU",0,"{'longitude': 2.35182778, 'latitude': 48.85657778}"
17,2017-05-29 13:13:53+00:00,Un HIT selon eux .. 🙄😳 il arrive bientôt ma team_feminista_officiel 👀🔥#NewClip #NewSingle #Soon… https://t.co/gaEY1yrjHq,0,"{'longitude': 2.35212564, 'latitude': 48.85652699}"
18,2016-09-25 14:21:12+00:00,"""loin d'eux, nous deux, bah ouais, j't'emmène. j'sais qu'ils voudront ma peau bientôt bébé, mais… https://t.co/QMuhw99wXs",1,"{'longitude': 2.352222, 'latitude': 48.856389}"
19,2016-07-06 16:00:15+00:00,"Pelé : Naissance d'une légende bientôt en DVD et Blu-Ray: Ce film arrive à point nommé avec l'Euro 2016, car ... https://t.co/rtBsiFvZTD",0,"{'longitude': 2.3522219, 'latitude': 48.856614}"
20,2016-07-06 16:00:14+00:00,"Pelé : Naissance d'une légende bientôt en DVD et Blu-Ray: Ce film arrive à point nommé avec l'Euro 2016, car ... https://t.co/OVUXH75DHU",0,"{'longitude': 2.3522219, 'latitude': 48.856614}"
21,2016-06-15 15:15:23+00:00,Notre stand bientôt prêt sur le parvis de la mairie de Paris. Ca comme samedi 18 juin. Le plein… https://t.co/zhfPpB5sBG,0,"{'longitude': 2.35138889, 'latitude': 48.85666667}"
22,2016-06-04 15:04:12+00:00,"L'hotel de ville est bientot sous les eaux. 
#paris #crue #parissousleseaux #seine #france🇫🇷 @… https://t.co/1wLHcnuGQo",0,"{'longitude': 2.35222222, 'latitude': 48.85638889}"
23,2015-12-16 17:16:48+00:00,Happy Noël 2015 chez Mariage Frères: Je vais bientôt en terminer de vous parler des bûches et gourmandises pou... https://t.co/7BXf3fS4a4,0,"{'longitude': 2.3522219, 'latitude': 48.856614}"
24,2015-12-16 17:16:46+00:00,Happy Noël 2015 chez Mariage Frères: Je vais bientôt en terminer de vous parler des bûches et gourmandises pou... https://t.co/oYdf8IcWmI,0,"{'longitude': 2.3522219, 'latitude': 48.856614}"
25,2015-06-02 10:45:03+00:00,"Bientôt à #Paris, libération des données budgétaires #opendata #budget #transparence @ Hôtel de… https://t.co/xs7JJiEcbq",1,"{'longitude': 2.35222222, 'latitude': 48.85638889}"
26,2015-04-21 15:40:21+00:00,"@ourlife21, association4D#OL21, présentation des récits de vie en paix avec la planète, bientôt avec l'APC http://t.co/8iQqJSIHLE",0,"{'longitude': 2.35291737, 'latitude': 48.85715061}"
27,2015-04-03 02:08:57+00:00,@AymenLeBanquier bientot prochaine victime,0,"{'longitude': 2.3522219, 'latitude': 48.856614}"
28,2015-02-03 13:36:32+00:00,"A bientot #Paris, I'll be dreaming until we meet again in July. Yes I'm counting, 160 days.… http://t.co/KHd5xnPqPe",0,"{'longitude': 2.35222222, 'latitude': 48.85638889}"
29,2014-11-28 13:47:56+00:00,@titophie merci grave en retard ma belle j'espère qu'on va bientôt se revoir !,0,"{'longitude': 2.35230426, 'latitude': 48.85738679}"
30,2014-10-24 15:17:52+00:00,Les Frozen yogurt sont bientôt prêt ! #rjday #REMIXJOBSDAY #emploi #paris #jobs http://t.co/P2REF7Gfhq,0,"{'longitude': 2.35334079, 'latitude': 48.85622158}"
31,2014-10-20 10:49:20+00:00,"Belle intervention de @jbdef au #ConseildeParis sur le budget de la Ville, bientôt mon tour sur l'environnement! http://t.co/hI5LoIvI5t",5,"{'longitude': 2.351576, 'latitude': 48.85666404}"
32,2014-08-21 16:05:46+00:00,@mellamartinez2 lool tkt je suis conme toi vive eux bientot nous mdrr,0,"{'longitude': 2.35184397, 'latitude': 48.85658574}"
33,2014-03-27 12:27:18+00:00,"Vu le niveau d'activité ,la fin de la file de station va bientôt commencer dans mon garage . #taxi  #vivelaconcurence",2,"{'longitude': 2.3533849, 'latitude': 48.8563568}"
34,2014-02-11 13:01:22+00:00,La Saint-Valentin bientôt ... et des idées cadeaux http://t.co/8H3RuRh9R5,0,"{'longitude': 2.352222, 'latitude': 48.856614}"
35,2014-01-10 14:25:20+00:00,Test des eliquide Halo et bientôt disponible à la vente sur http://t.co/szcepHfhQD et en boutique à Créteil. http://t.co/1DudpZEW60,0,"{'longitude': 2.352222, 'latitude': 48.856614}"
36,2013-11-05 10:01:31+00:00,Partiu praia ?! Plage à bientôt mdr! Me manquez trop le Brésil! #cold #froid #academiapartiu… http://t.co/omV0aVREdS,0,"{'longitude': 2.35206127, 'latitude': 48.85644228}"
37,2013-10-15 11:05:55+00:00,@eBlacksheep @Clio_Rouge merci merci !!! Des bises à bientôt !,0,"{'longitude': 2.35343798, 'latitude': 48.85635915}"
38,2013-09-15 18:42:21+00:00,Be patient ;) Les filles reprennent bientôt du service! #girls #print #presentation #soon… http://t.co/P2GHRPEs1Z,1,"{'longitude': 2.35206127, 'latitude': 48.85644228}"
39,2013-08-28 22:03:03+00:00,Bientot le #funradio #vip #gold :) @ Paris http://t.co/T5ivylsBgu,0,"{'longitude': 2.35206127, 'latitude': 48.85644228}"
40,2013-08-13 14:05:52+00:00,"À bientôt, Paris! @ Paris http://t.co/dZrPqqgzxL",0,"{'longitude': 2.35206127, 'latitude': 48.85644228}"
41,2013-08-12 19:18:21+00:00,Un bout d'Egypte en cours et bientôt sur le blog: http://t.co/k00iUmcbb7 #connected #travel #artsy #art… http://t.co/rA4778mnYK,0,"{'longitude': 2.35206127, 'latitude': 48.85644228}"
42,2013-08-10 12:32:17+00:00,Je vais bientôt être une VIP chez footlocker @ Paris http://t.co/bdgJowPkVu,0,"{'longitude': 2.35206127, 'latitude': 48.85644228}"
43,2013-06-29 07:23:34+00:00,À bientôt Paris ♥ @ Paris http://t.co/O46yi3fXnt,0,"{'longitude': 2.35206127, 'latitude': 48.85644228}"
44,2013-05-24 20:37:11+00:00,"Wilkinson vs Barton, bientôt",0,"{'longitude': 2.352222, 'latitude': 48.856614}"
45,2013-05-24 20:30:19+00:00,Wilkinson vs Valbuenan bientôt.,0,"{'longitude': 2.352222, 'latitude': 48.856614}"
46,2013-04-29 00:16:49+00:00,"La vidéo de La Fouine, bientôt sur Youjizz, entre Abella Anderson et Audrey Bitoni. Et ça, ça vaut tout ses disques d'OR. Superbe.",0,"{'longitude': 2.352222, 'latitude': 48.856614}"
47,2013-04-17 20:15:02+00:00,"Little Monsters, Directioners, Beliebers, le bûcher, c'est pour bientôt.  #LeBûcherPourTous",1,"{'longitude': 2.352222, 'latitude': 48.856614}"
48,2013-04-05 15:31:07+00:00,Bientôt beaucoup de personnes vont paniquer : APB :)),0,"{'longitude': 2.352222, 'latitude': 48.856614}"
49,2013-02-26 17:09:06+00:00,CPI / FRANCE: Bientôt une loi pour conformer le droit français avec les règles de la justice internationale? http://t.co/OBKNREweP6,0,"{'longitude': 2.352222, 'latitude': 48.856614}"
50,2013-02-26 17:09:04+00:00,CPI / FRANCE: Bientôt une loi pour conformer le droit français avec les règles de la justice internationale? http://t.co/zDOdn35lFI,0,"{'longitude': 2.352222, 'latitude': 48.856614}"
51,2013-01-10 21:18:10+00:00,"FRANCE: France : Georges Ibrahim Abdallah bientôt libre ? http://t.co/6Ue4nZMC
 via @RFI",0,"{'longitude': 2.352222, 'latitude': 48.856614}"
52,2013-01-10 21:18:09+00:00,"FRANCE: France : Georges Ibrahim Abdallah bientôt libre ? http://t.co/bqhlkN7B
 via @RFI",0,"{'longitude': 2.352222, 'latitude': 48.856614}"
53,2013-01-10 21:18:04+00:00,"FRANCE: France : Georges Ibrahim Abdallah bientôt libre ? http://t.co/szXNMnIW
 via @RFI",0,"{'longitude': 2.352222, 'latitude': 48.856614}"
54,2012-12-05 17:28:57+00:00,😁 c'est bientôt Noël - Christmas is coming! Voici les boules de Noël réalisées à la main. A l'intéri @ Paris http://t.co/Nlb2IkDF,0,"{'longitude': 2.35231876, 'latitude': 48.85678111}"
55,2012-10-15 22:02:48+00:00,C'est la fête de l'énergie...: L'hiver arrive bientôt. Quelque soit le mode d'énergie que vous utilisez pour vou... http://t.co/wv7RbXdj,0,"{'longitude': 2.3522219, 'latitude': 48.856614}"
56,2012-10-06 17:46:03+00:00,"@jesslika &amp; moi vu par @wuyue5 - à bientôt pour la #poutine à Montréal @othboutique
merci @fakopoul  @ Paris http://t.co/5sXn2LVY",0,"{'longitude': 2.35231876, 'latitude': 48.85678111}"
57,2012-09-29 13:28:28+00:00,Google traduction. RT @evalongoria: J'aime et que vous manquez de France! J'arrive bientôt!!,0,"{'longitude': 2.352222, 'latitude': 48.856614}"
58,2012-09-22 20:21:11+00:00,Et bientôt le retour en L2. #LRT,0,"{'longitude': 2.352222, 'latitude': 48.856614}"
59,2012-09-12 13:57:36+00:00,"Il l'y a longtemps que je t'aime, jamais je t'oublierais. Merci, Paris. Au revoir. 😢 À bientôt. 💙  @ Paris http://t.co/mkIFVmx8",0,"{'longitude': 2.35231876, 'latitude': 48.85678111}"
60,2012-08-31 16:41:38+00:00,Une ligne de tramway nommé désir pour bientôt...: Bonne nouvelle pour les parisiens qui habitent entre la Porte ... http://t.co/jeKMD9WF,0,"{'longitude': 2.3522219, 'latitude': 48.856614}"
61,2012-08-22 15:18:49+00:00,"La rentrée, c'est bientôt...: Puisque c'est la période où nos bambins adorés commencent à penser à la fameuse li... http://t.co/RH6ZNyUz",0,"{'longitude': 2.3522219, 'latitude': 48.856614}"
62,2012-08-12 02:10:44+00:00,"Bientôt t'entendra et verras des ""ICI C'EST ZLATAN !""",0,"{'longitude': 2.352222, 'latitude': 48.856614}"
63,2012-08-01 02:34:44+00:00,Mon ovo est bientôt fini. la prochaine fois j'en prendrais 2 ou 3. #NiqueTaMèreNutella,0,"{'longitude': 2.352222, 'latitude': 48.856614}"
64,2011-10-11 22:41:31+00:00,@kamlonski bonjour mon ami bien-aimé! vous voir bientôt!,0,"{'longitude': 2.3522219, 'latitude': 48.856614}"
65,2011-09-30 17:12:52+00:00,A bientôt ! RT: @lamienois: Places pour le sx de Bercy #Check,0,"{'longitude': 2.3522219, 'latitude': 48.856614}"
0,2018-03-31 07:24:48+00:00,"""Printemps timide"".
Connaissez-vous le Jardin des combattants espagnols de la Nueve ? Il est… https://t.co/64Ms9LDhtz",0,"{'longitude': 2.352222, 'latitude': 48.856389}"
0,2021-11-10 18:09:10+00:00,"🏛 A la remise des prix de la laïcité @comitelaicite 2020 2021 à l’Hotel de ville. @Paris comme ailleurs, il est toujours de bon aloi d’entrer nombreux dans la maison commune pour y célébrer ses valeurs ⚖️ https://t.co/Qbd9bcAYaa",2,"{'longitude': 2.3528820276260376, 'latitude': 48.856507905992295}"
1,2021-10-21 10:22:16+00:00,"Je recevais ce matin @DilReyhan, présidente de l’@UyghurInstitute.

Paris se tient aux côtés de ce peuple persécuté. @Anne_Hidalgo a annoncé qu’une maison des Ouïghours ouvrirait bientôt à Paris. Paris sera illuminée en soutien aux Ouïghours le 12 novembre. #FreeUyghurs https://t.co/iWfOCn1GJl",8,"{'longitude': 2.352372407913208, 'latitude': 48.85647757431556}"
2,2021-09-06 20:47:42+00:00,"Au nom de @mairiedu16 et de tout les passionnés de sport félicitations à nos champions et notre équipe de #France héroïque 🇫🇷 qui ramène 5⃣4⃣ médailles 🏅 à la maison des #JeuxParalympiques de #Tokyo2020 🤩

👉 11 🥇 15 🥈 28 🥉Merci  💙🤍❤️
Place aux JO @Paris2024 https://t.co/QlclXzZm7S",3,"{'longitude': 2.352372407913208, 'latitude': 48.85647757431556}"
3,2021-08-09 15:55:11+00:00,"100 ans après, au lendemain de #Tokyo2020, le drapeau olympique est de retour « à la maison » et flotte désormais sur le parvis de l’Hôtel de Ville de @Paris. Une nouvelle étape essentielle vers les JOP @Paris2024 ! 👏🏻 @Anne_Hidalgo @TonyEstanguet @BrigitHenriques @PierreRabadan https://t.co/KpadEtYoOA",5,"{'longitude': 2.352372407913208, 'latitude': 48.85647757431556}"
4,2021-01-13 19:07:52+00:00,. @Anne_Hidalgo a conclu la cérémonie du 25e anniversaire de l'assassinat d'Yitzhak Rabin par un discours fort rendant hommage à cet architecte de la paix et en rappelant l'importance des valeurs humanistes. Merci à la maison Yitshak Rabin et à l'ensemble des participants. https://t.co/9tmPZZMabb,37,"{'longitude': 2.3528820276260376, 'latitude': 48.856507905992295}"
5,2020-12-18 10:07:23+00:00,"La Ville de @Paris et la Maison Yitzhak Rabin co-organiseront la 25e commémoration de l'assassinat d'Yitzhak Rabin. Cet évènement nous permet d'honorer la mémoire de cet homme qui a consacré une partie de sa vie au combat pour la paix. 
@Anne_Hidalgo @IsraelenFrance @g_garrigos https://t.co/snkXTQJi1r",9,"{'longitude': 2.352372407913208, 'latitude': 48.85647757431556}"
6,2020-03-06 10:02:24+00:00,"Bek &amp; Veggie, la meilleure boisson d’amande frais sur le marché, faite maison et artisanale. Faite avec des ingrédients 100% bio et 17% d’amande – le plus haut taux sur le marché, elle ne contient que 3 ingrédients (Amandes, Dattes et Eau) et aucun additif. https://t.co/4nzoVyAhPT",1,"{'longitude': 2.352372407913208, 'latitude': 48.85647757431556}"
